"Total Quantity","ID"
"18","CA-2014-116190"
"18","US-2016-160528"
"18","CA-2015-103870"
"18","US-2015-160857"
"18","CA-2017-148404"
"18","CA-2017-127026"
"18","CA-2014-158771"
"18","CA-2017-159464"
"18","CA-2017-109960"
"18","CA-2016-114972"
"18","CA-2017-107629"
"18","CA-2016-101161"
"18","US-2016-119046"
"18","US-2016-143819"
"18","CA-2014-131541"
"18","CA-2017-155292"
"18","CA-2016-128412"
"18","CA-2016-118689"
"18","CA-2017-113705"
"18","CA-2017-105410"
"18","CA-2017-128944"
"18","CA-2017-109085"
"18","CA-2015-159534"
"18","CA-2016-139395"
"18","CA-2017-127180"
"18","CA-2017-132199"
"18","CA-2016-154018"
"18","CA-2016-163167"
"18","CA-2014-165764"
"18","CA-2014-104563"
"18","US-2015-163685"
"18","CA-2017-104885"
"18","US-2015-134558"
"18","US-2016-150861"
"18","CA-2014-155264"
"18","US-2014-159618"
"18","CA-2015-157322"
"18","CA-2014-124856"
"18","CA-2017-134565"
"18","CA-2016-169838"
"18","CA-2017-157966"
"18","CA-2015-124107"
"17","CA-2016-139010"
"17","CA-2016-141397"
"17","CA-2014-101931"
"17","CA-2015-148712"
"17","CA-2016-130946"
"17","CA-2017-121083"
"17","CA-2017-121293"
"17","CA-2017-134915"
"17","CA-2016-138520"
"17","CA-2014-114251"
"17","CA-2015-125976"
"17","CA-2017-140676"
"17","CA-2015-140984"
"17","CA-2016-155516"
"17","CA-2014-145254"
"17","CA-2015-124891"
"17","CA-2015-155306"
"17","CA-2015-141243"
"17","CA-2017-152912"
"17","CA-2017-143063"
"17","CA-2014-116904"
"17","CA-2017-142342"
"17","CA-2014-164469"
"17","CA-2017-130036"
"17","CA-2016-152555"
"17","CA-2014-125556"
"17","CA-2014-143917"
"17","CA-2017-161410"
"17","CA-2014-112158"
"17","US-2014-138247"
"17","CA-2014-110184"
"17","US-2017-132444"
"17","CA-2014-131002"
"17","CA-2014-121006"
"17","CA-2016-129126"
"17","US-2017-103828"
"17","US-2017-105998"
"17","CA-2017-124205"
"17","CA-2015-162621"
"17","CA-2016-158778"
"17","CA-2015-135622"
"17","CA-2015-131856"
"17","CA-2014-150798"
"17","CA-2015-147830"
"17","US-2017-153948"
"17","US-2017-139465"
"17","CA-2017-120168"
"17","CA-2015-113173"
"17","CA-2016-145548"
"17","CA-2016-159912"
"17","US-2014-164406"
"17","CA-2015-122287"
"17","CA-2016-130400"
"17","CA-2017-128328"
"17","CA-2017-117947"
"17","CA-2015-124919"
"17","US-2014-117744"
"17","CA-2016-127138"
"17","US-2015-132836"
"17","CA-2017-100384"
"17","CA-2015-104941"
"17","CA-2016-117583"
"17","CA-2017-135279"
"17","CA-2014-127446"
"17","CA-2014-126760"
"17","US-2017-163300"
"16","CA-2014-114321"
"16","US-2017-162670"
"16","CA-2016-168893"
"16","CA-2017-117324"
"16","CA-2014-152443"
"16","CA-2016-147137"
"16","CA-2017-161774"
"16","CA-2017-139080"
"16","CA-2014-149104"
"16","CA-2014-140396"
"16","CA-2015-109337"
"16","CA-2015-115938"
"16","CA-2017-126067"
"16","CA-2015-119690"
"16","US-2015-122784"
"16","CA-2017-137498"
"16","CA-2016-116722"
"16","CA-2015-113131"
"16","CA-2015-109638"
"16","CA-2016-114307"
"16","CA-2016-145898"
"16","CA-2016-149762"
"16","CA-2014-129147"
"16","CA-2015-162537"
"16","CA-2016-168046"
"16","CA-2015-111514"
"16","US-2016-135923"
"16","CA-2016-158001"
"16","US-2014-127978"
"16","CA-2016-135776"
"16","CA-2016-156748"
"16","CA-2014-116834"
"16","CA-2015-114468"
"16","CA-2015-124653"
"16","CA-2015-114811"
"16","CA-2014-153927"
"16","US-2014-150119"
"16","CA-2015-164084"
"16","CA-2014-126403"
"16","CA-2014-162992"
"16","CA-2015-137526"
"16","US-2016-123750"
"16","CA-2014-169061"
"16","US-2017-169551"
"16","US-2015-130512"
"16","CA-2016-140571"
"16","CA-2015-112214"
"16","CA-2014-138450"
"16","US-2017-160465"
"16","CA-2016-137848"
"16","US-2017-166688"
"16","CA-2014-133830"
"16","CA-2017-143378"
"16","CA-2016-121671"
"16","US-2017-106131"
"16","CA-2015-130883"
"16","US-2016-163881"
"16","CA-2015-143105"
"16","CA-2017-113530"
"16","CA-2016-163804"
"16","CA-2016-169824"
"16","CA-2015-119627"
"16","US-2016-111290"
"16","CA-2017-164168"
"16","CA-2017-129294"
"16","CA-2014-138317"
"16","US-2017-142573"
"16","CA-2017-131492"
"16","CA-2016-142097"
"16","CA-2017-121216"
"16","US-2017-164147"
"16","CA-2016-112109"
"16","US-2015-128090"
"16","CA-2016-131205"
"16","CA-2015-117884"
"16","CA-2015-127509"
"16","CA-2017-102610"
"15","CA-2017-164378"
"15","CA-2017-150091"
"15","CA-2015-130659"
"15","CA-2017-109757"
"15","CA-2014-120775"
"15","CA-2015-117961"
"15","CA-2017-120376"
"15","CA-2015-156482"
"15","CA-2017-132976"
"15","CA-2014-161508"
"15","CA-2014-124478"
"15","CA-2015-140718"
"15","US-2016-103646"
"15","US-2016-127971"
"15","CA-2015-154284"
"15","CA-2017-124436"
"15","CA-2017-133102"
"15","CA-2014-110555"
"15","CA-2014-107398"
"15","US-2015-165743"
"15","CA-2016-155481"
"15","US-2016-146570"
"15","CA-2015-137708"
"15","CA-2016-104150"
"15","CA-2016-101336"
"15","CA-2017-115931"
"15","CA-2015-115742"
"15","CA-2016-114601"
"15","CA-2017-152807"
"15","CA-2016-145303"
"15","CA-2016-169957"
"15","US-2015-156496"
"15","CA-2017-121160"
"15","CA-2016-131289"
"15","US-2014-102715"
"15","CA-2014-138681"
"15","CA-2016-139269"
"15","US-2016-117037"
"15","CA-2016-160220"
"15","CA-2017-125199"
"15","US-2016-147711"
"15","CA-2017-124744"
"15","CA-2017-104927"
"15","CA-2016-129868"
"15","US-2016-113649"
"15","CA-2014-134551"
"15","CA-2014-119375"
"15","CA-2017-118199"
"15","US-2017-104661"
"15","CA-2017-168641"
"15","CA-2014-141313"
"15","CA-2015-115798"
"15","CA-2014-110849"
"15","CA-2017-121300"
"15","CA-2017-144904"
"15","CA-2016-123946"
"15","US-2015-103996"
"15","CA-2015-108665"
"15","US-2017-132675"
"15","CA-2015-138954"
"15","CA-2015-122168"
"15","CA-2017-140326"
"15","CA-2017-136651"
"15","CA-2016-149195"
"15","CA-2017-144064"
"15","CA-2017-147942"
"15","CA-2016-136231"
"15","CA-2015-143364"
"15","CA-2015-135545"
"15","CA-2017-112753"
"15","CA-2017-163265"
"15","CA-2017-130386"
"15","CA-2017-111556"
"15","CA-2016-112123"
"15","CA-2017-161172"
"15","CA-2016-108616"
"15","CA-2016-169922"
"15","CA-2014-164315"
"15","CA-2016-167507"
"15","CA-2017-161046"
"15","CA-2014-151995"
"15","CA-2017-102379"
"15","CA-2014-140732"
"15","CA-2017-169327"
"15","CA-2016-111213"
"15","CA-2016-140382"
"15","US-2014-131870"
"14","CA-2016-103982"
"14","CA-2016-108882"
"14","CA-2017-141873"
"14","CA-2016-142594"
"14","CA-2017-108560"
"14","CA-2015-136805"
"14","CA-2015-104626"
"14","US-2014-112914"
"14","CA-2014-159520"
"14","CA-2017-108441"
"14","CA-2016-110254"
"14","US-2016-107440"
"14","CA-2016-114727"
"14","CA-2016-134348"
"14","CA-2017-132213"
"14","CA-2014-130428"
"14","CA-2014-164973"
"14","CA-2016-160717"
"14","CA-2016-101791"
"14","CA-2015-102491"
"14","CA-2014-110408"
"14","CA-2015-123568"
"14","CA-2017-129357"
"14","CA-2016-126004"
"14","CA-2015-147788"
"14","CA-2015-153381"
"14","CA-2015-100251"
"14","CA-2017-118213"
"14","CA-2014-163447"
"14","CA-2015-129896"
"14","CA-2017-123967"
"14","US-2017-158526"
"14","CA-2017-148922"
"14","CA-2015-135853"
"14","CA-2017-143259"
"14","CA-2016-124016"
"14","CA-2016-141887"
"14","CA-2015-142755"
"14","CA-2017-121489"
"14","CA-2017-153871"
"14","CA-2014-129189"
"14","CA-2017-152702"
"14","CA-2015-100818"
"14","CA-2015-104241"
"14","CA-2017-143574"
"14","CA-2015-157770"
"14","CA-2015-124450"
"14","US-2015-126214"
"14","CA-2014-143371"
"14","CA-2014-113271"
"14","CA-2016-112697"
"14","CA-2015-161718"
"14","US-2015-107944"
"14","US-2016-168620"
"14","CA-2014-128237"
"14","CA-2015-102855"
"14","CA-2016-160129"
"14","US-2016-108455"
"14","CA-2015-164441"
"14","CA-2014-111150"
"14","CA-2016-137330"
"14","CA-2016-118101"
"14","CA-2016-145625"
"14","CA-2017-110443"
"14","CA-2016-151561"
"14","CA-2017-140627"
"14","CA-2014-158337"
"14","CA-2015-113110"
"14","CA-2017-141439"
"14","US-2014-164763"
"14","CA-2014-158470"
"14","CA-2017-160423"
"14","CA-2017-131254"
"14","CA-2014-168368"
"14","CA-2014-149958"
"14","CA-2014-115791"
"14","CA-2016-128671"
"14","CA-2016-132997"
"14","CA-2017-122175"
"14","CA-2015-122210"
"14","CA-2014-136567"
"14","CA-2016-100993"
"14","CA-2016-110898"
"14","CA-2014-132010"
"14","CA-2017-152975"
"14","CA-2016-112256"
"14","CA-2015-140025"
"14","CA-2014-103310"
"14","US-2014-160444"
"14","CA-2017-116946"
"14","CA-2016-104157"
"14","CA-2014-163867"
"14","CA-2015-105347"
"14","CA-2016-107783"
"14","CA-2015-126697"
"14","CA-2014-118976"
"14","CA-2017-148264"
"14","CA-2015-163965"
"14","CA-2017-115651"
"14","CA-2014-159310"
"14","US-2017-120418"
"14","CA-2014-103429"
"14","US-2015-119312"
"14","US-2015-113327"
"14","CA-2017-133046"
"14","US-2017-125717"
"14","CA-2015-146948"
"14","CA-2014-120278"
"14","CA-2017-151799"
"14","CA-2015-134117"
"14","CA-2017-112431"
"14","US-2014-159926"
"14","CA-2015-148180"
"14","CA-2016-101651"
"14","CA-2015-109512"
"14","CA-2016-109953"
"14","CA-2016-162236"
"14","CA-2015-105571"
"14","CA-2017-138289"
"14","CA-2014-104178"
"14","CA-2014-130449"
"14","CA-2016-134936"
"14","CA-2014-125612"
"14","CA-2017-167395"
"14","CA-2014-124429"
"14","CA-2017-116680"
"14","CA-2016-134789"
"14","CA-2017-107132"
"14","CA-2016-168956"
"14","CA-2015-129546"
"14","CA-2017-164028"
"14","CA-2015-135489"
"14","CA-2014-154165"
"13","CA-2016-130638"
"13","US-2014-127635"
"13","CA-2017-137596"
"13","CA-2016-158435"
"13","US-2015-166520"
"13","CA-2016-134334"
"13","US-2017-110646"
"13","CA-2017-127432"
"13","CA-2015-165050"
"13","CA-2014-128209"
"13","CA-2015-119480"
"13","CA-2015-130785"
"13","CA-2017-121853"
"13","CA-2015-101868"
"13","CA-2016-102813"
"13","CA-2014-107454"
"13","CA-2015-140410"
"13","CA-2017-113481"
"13","US-2016-140158"
"13","CA-2015-119879"
"13","US-2016-152051"
"13","CA-2017-132234"
"13","CA-2016-147109"
"13","CA-2017-114524"
"13","CA-2017-152485"
"13","CA-2014-151162"
"13","CA-2017-149048"
"13","CA-2017-102337"
"13","CA-2015-110870"
"13","CA-2014-102869"
"13","US-2015-165512"
"13","US-2015-159499"
"13","US-2016-126431"
"13","CA-2015-104948"
"13","CA-2014-146283"
"13","CA-2016-107328"
"13","CA-2016-101980"
"13","CA-2017-138464"
"13","CA-2015-107678"
"13","CA-2017-146535"
"13","US-2015-147242"
"13","CA-2016-112739"
"13","CA-2014-102652"
"13","CA-2016-158568"
"13","CA-2014-164721"
"13","CA-2014-102274"
"13","US-2014-105767"
"13","CA-2014-105165"
"13","CA-2015-129525"
"13","CA-2017-140186"
"13","CA-2017-156664"
"13","CA-2015-110016"
"13","CA-2016-167241"
"13","CA-2015-136469"
"13","CA-2017-137414"
"13","CA-2017-122539"
"13","CA-2014-139192"
"13","US-2015-153500"
"13","CA-2016-129308"
"13","US-2017-118941"
"13","CA-2015-116638"
"13","CA-2017-168109"
"13","CA-2015-100146"
"13","CA-2015-135020"
"13","CA-2015-120880"
"13","CA-2016-140018"
"13","CA-2015-135251"
"13","CA-2014-101364"
"13","US-2016-135209"
"13","US-2017-102183"
"13","US-2014-131275"
"13","US-2017-149510"
"13","CA-2014-136399"
"13","US-2016-100461"
"13","CA-2016-119865"
"13","US-2015-147662"
"13","CA-2017-138149"
"13","CA-2017-142034"
"13","CA-2014-126193"
"13","CA-2015-114069"
"13","CA-2017-110310"
"13","CA-2016-153269"
"13","CA-2014-157147"
"13","CA-2017-116715"
"13","CA-2016-131737"
"13","CA-2017-147844"
"13","CA-2016-108987"
"13","CA-2014-129091"
"13","CA-2017-101245"
"13","CA-2015-155334"
"13","CA-2017-100524"
"13","US-2017-100930"
"13","CA-2016-159016"
"13","CA-2016-117121"
"13","CA-2017-123372"
"13","CA-2015-128608"
"13","CA-2017-121888"
"13","CA-2016-162082"
"13","CA-2017-133256"
"13","CA-2016-144344"
"13","CA-2014-166954"
"13","US-2014-165659"
"13","CA-2015-102260"
"13","CA-2014-104738"
"13","CA-2015-102015"
"13","CA-2017-135909"
"13","CA-2014-124807"
"13","CA-2016-124149"
"13","CA-2017-126956"
"13","CA-2015-138898"
"12","CA-2015-157343"
"12","CA-2015-111829"
"12","US-2014-137155"
"12","US-2017-107888"
"12","CA-2015-137302"
"12","CA-2014-118962"
"12","CA-2016-154767"
"12","CA-2016-103709"
"12","CA-2014-160262"
"12","US-2017-125647"
"12","CA-2017-115364"
"12","CA-2017-117023"
"12","CA-2015-123092"
"12","CA-2015-138674"
"12","CA-2015-161998"
"12","CA-2016-129714"
"12","CA-2017-147207"
"12","US-2015-156867"
"12","US-2016-137295"
"12","CA-2015-129917"
"12","CA-2015-141327"
"12","CA-2016-123512"
"12","CA-2016-138478"
"12","CA-2017-152933"
"12","CA-2016-158155"
"12","CA-2016-125087"
"12","US-2015-139675"
"12","CA-2017-138611"
"12","CA-2017-168389"
"12","CA-2014-165806"
"12","US-2017-111024"
"12","CA-2015-157812"
"12","CA-2014-120474"
"12","CA-2017-162173"
"12","CA-2017-102407"
"12","CA-2015-144519"
"12","CA-2014-156160"
"12","CA-2017-134495"
"12","CA-2016-137337"
"12","CA-2014-113929"
"12","CA-2014-124688"
"12","CA-2017-139304"
"12","CA-2015-145352"
"12","CA-2014-130673"
"12","CA-2014-103940"
"12","US-2016-165078"
"12","CA-2014-119172"
"12","CA-2015-158701"
"12","CA-2016-139808"
"12","CA-2016-105816"
"12","CA-2016-144540"
"12","CA-2014-106376"
"12","CA-2016-150483"
"12","US-2017-106663"
"12","US-2015-161991"
"12","CA-2015-149909"
"12","CA-2016-156503"
"12","CA-2017-144862"
"12","CA-2015-162761"
"12","US-2015-131359"
"12","CA-2017-166128"
"12","CA-2017-147228"
"12","CA-2014-140662"
"12","CA-2015-121783"
"12","CA-2016-160535"
"12","US-2016-135720"
"12","US-2017-166324"
"12","CA-2015-133242"
"12","CA-2017-112809"
"12","CA-2014-114181"
"12","CA-2017-136448"
"12","CA-2015-118738"
"12","CA-2016-141957"
"12","CA-2017-145765"
"12","CA-2016-116799"
"12","CA-2014-168984"
"12","CA-2017-140963"
"12","US-2014-144078"
"12","CA-2014-127166"
"12","CA-2017-167227"
"12","CA-2016-143805"
"12","CA-2017-117632"
"12","CA-2014-120544"
"12","CA-2015-111339"
"12","CA-2017-105914"
"12","CA-2016-156685"
"12","CA-2017-106831"
"12","CA-2016-117590"
"12","CA-2017-147361"
"12","CA-2015-101889"
"12","US-2014-157847"
"12","CA-2017-113908"
"12","CA-2014-115133"
"12","US-2014-119081"
"12","CA-2016-133697"
"12","CA-2017-133718"
"12","US-2017-159205"
"12","CA-2017-145226"
"12","CA-2017-142622"
"12","CA-2016-146325"
"12","CA-2014-154158"
"12","CA-2014-168823"
"12","CA-2016-161669"
"12","US-2017-129777"
"12","CA-2015-107083"
"12","CA-2014-166086"
"12","CA-2017-163860"
"12","CA-2017-100902"
"12","CA-2017-119011"
"12","CA-2015-102582"
"12","CA-2017-156622"
"12","US-2017-119438"
"12","CA-2014-128839"
"12","CA-2017-114055"
"12","CA-2016-159373"
"12","US-2016-128678"
"12","CA-2016-116918"
"12","US-2015-101511"
"12","CA-2015-165057"
"12","US-2016-132423"
"12","CA-2016-133550"
"12","CA-2017-123001"
"12","CA-2014-144974"
"12","US-2017-116897"
"12","CA-2014-134572"
"12","CA-2017-102736"
"12","CA-2014-125731"
"12","CA-2016-145492"
"12","CA-2014-149538"
"12","CA-2017-149559"
"12","US-2015-122140"
"12","CA-2016-147123"
"12","US-2016-155971"
"12","CA-2016-119963"
"12","CA-2016-149272"
"12","CA-2015-109190"
"12","CA-2017-107174"
"12","CA-2015-110863"
"11","CA-2014-114125"
"11","CA-2016-107216"
"11","CA-2017-111220"
"11","US-2014-155544"
"11","CA-2015-127607"
"11","CA-2015-131884"
"11","CA-2014-158274"
"11","CA-2017-164042"
"11","CA-2017-118724"
"11","CA-2014-122070"
"11","CA-2014-127614"
"11","CA-2017-161459"
"11","CA-2014-126683"
"11","CA-2017-152198"
"11","CA-2017-136623"
"11","CA-2014-154669"
"11","CA-2017-102204"
"11","CA-2016-130393"
"11","US-2014-148194"
"11","US-2016-146710"
"11","CA-2017-142636"
"11","US-2017-105935"
"11","CA-2016-121223"
"11","CA-2017-167381"
"11","CA-2016-166282"
"11","US-2014-157385"
"11","CA-2016-109743"
"11","US-2015-168732"
"11","CA-2017-162572"
"11","CA-2016-122903"
"11","CA-2015-107902"
"11","US-2015-118766"
"11","CA-2014-116757"
"11","CA-2016-103107"
"11","CA-2017-112956"
"11","CA-2015-129322"
"11","CA-2014-142314"
"11","CA-2016-163398"
"11","US-2016-127425"
"11","CA-2015-119508"
"11","CA-2017-159149"
"11","CA-2014-100678"
"11","CA-2017-127782"
"11","CA-2016-160745"
"11","CA-2015-123113"
"11","CA-2015-120103"
"11","CA-2014-109918"
"11","CA-2014-144414"
"11","US-2015-136749"
"11","CA-2015-149342"
"11","CA-2015-100454"
"11","CA-2016-116232"
"11","CA-2017-119655"
"11","CA-2015-115567"
"11","US-2014-150126"
"11","CA-2014-146731"
"11","CA-2017-125913"
"11","CA-2014-153913"
"11","CA-2017-158743"
"11","US-2015-134026"
"11","CA-2016-106530"
"11","CA-2015-130113"
"11","CA-2015-160227"
"11","CA-2014-142510"
"11","CA-2014-114790"
"11","CA-2017-137428"
"11","CA-2015-162964"
"11","US-2017-107979"
"11","CA-2016-114209"
"11","CA-2015-132941"
"11","CA-2015-111780"
"11","CA-2015-151470"
"11","CA-2016-125843"
"11","CA-2017-111269"
"11","CA-2016-149279"
"11","CA-2017-112725"
"11","CA-2017-169691"
"11","CA-2014-113257"
"11","CA-2016-123533"
"11","US-2016-156986"
"11","US-2014-143287"
"11","US-2017-165358"
"11","CA-2017-133823"
"11","CA-2016-113845"
"11","CA-2017-116988"
"11","CA-2015-110667"
"11","CA-2017-130351"
"11","CA-2017-104136"
"11","CA-2017-108322"
"11","CA-2016-119186"
"11","US-2015-110569"
"11","CA-2017-101049"
"11","CA-2016-140130"
"11","CA-2017-157469"
"11","CA-2017-133648"
"11","CA-2017-111738"
"11","CA-2017-107825"
"11","CA-2015-113901"
"11","CA-2017-113418"
"11","CA-2014-125542"
"11","CA-2017-102197"
"11","CA-2017-160899"
"11","CA-2014-153850"
"11","CA-2015-109001"
"11","CA-2015-154291"
"11","CA-2015-155600"
"11","US-2017-105046"
"11","CA-2017-103478"
"11","CA-2017-100160"
"11","CA-2016-155670"
"11","US-2014-103905"
"11","CA-2017-167661"
"11","CA-2015-161711"
"11","CA-2015-118871"
"11","CA-2016-166380"
"11","CA-2014-100762"
"11","CA-2015-150770"
"11","CA-2017-143665"
"11","CA-2017-160927"
"11","CA-2017-103212"
"11","US-2014-112991"
"11","CA-2015-136147"
"11","CA-2016-124485"
"11","CA-2015-148635"
"11","CA-2015-155068"
